CUSTOMER_KEY	CUSTOMER_ID	OPERATING_REVENUE_TRAILING_365	CUSTOMER_ORDER_FIRST_PLACED_DTTM	CUSTOMER_ADDRESS_ZIP	CUSTOMER_ADDRESS_CITY	CUSTOMER_ADDRESS_STATE	name	email	password_hash	password
8041292	4453079	14307.92606	2015-10-29 00:00:00.000	33547	Lithia	FL	Terri Mercer	franciscobradley@gmail.com	$2b$12$iqiRyJBzcynyDxdXk622tOcLN2XhuFdW/exnRnlDVadIOVKg9rvhS	@9)#D$gC%+YY
818530	444956	14231.85661	2013-04-02 04:00:00.000	11427-2130	QUEENS VILLAGE	NY	Jessica Freeman	psmith@gmail.com	$2b$12$I8wc8yOGHImHb8Ws/kaeMe4SRAbiorEituv.XWjxO0uxfT.aYpPs2	$*+CNuY^t9w1
24660250979	72181514	14217.3909	2019-11-22 00:00:00.000	33713-8146	SAINT PETERSBURG	FL	Chad Henry	eenglish@gmail.com	$2b$12$gCPQX/MOfMsJ.ygmM/le4uV5NlSckKkqTceJnh6SPAljyeIyhhyoq	2%H(u8Ul8B_*
13443751383	54131214	14186.93306	2019-02-16 00:00:00.000	17543-7419	LITITZ	PA	Patrick Bartlett	urodriguez@gmail.com	$2b$12$AXPXdhETisHvByuX4/QgV.d7C6vUCCgh8.WYdTK/6cL0spa9g4Sti	21zovLbG@jPO
1979641	1586214	13903.40575	2014-04-09 00:00:00.000	07960-3378	MORRISTOWN	NJ	Jennifer Hayes	timothy46@gmail.com	$2b$12$qzm2X6pgMvLP3hR8ZIFt8eWyFV2adK8A8KS7zbZBHyFuuET4KiHI2	mZsBa((^&nW2
4008522	3274210	13763.78979	2015-02-12 05:00:00.000	38242-5154	PARIS	TN	Michael Soto MD	christopherarmstrong@gmail.com	$2b$12$DMudKOLDPEIS3S4gOa/Byu8sGu.mb2OFB04YyHCUiE7zPTrc9W/si	t10Z7NBn)(pY
5880129	7012540	13728.2279	2016-03-12 00:00:00.000	60515-2623	Downers Grove	IL	Katherine Schaefer	rodneykelly@gmail.com	$2b$12$H0N1DDmB9VyVJvGGChfp2.lTo4gsEVIOCXrnnIFKPn/CIF40QA4VS	$34x2h6Z4EUe
512503373	16742534	13678.95446	2017-04-30 00:00:00.000	92657-1813	Newport Coast	CA	Melinda Burns	fisherhannah@gmail.com	$2b$12$SpFDOhakIPgBv/Jsf5pxkuNYGHdpCLTGQ5X7F9fWKbAVLwjOQ7Pdi	)8iHUcMuFi#q
5854470	8812833	13643.67369	2018-04-16 00:00:00.000	30165-1744	Rome	GA	Elizabeth Snyder	jennifer15@gmail.com	$2b$12$gD1J1re6.CrBEDwX.pQo/O.1kkECqSwm9hkAQyMeUn136kouzCsu2	KE6Bhyn2)mTK
4816282	4424426	13446.42084	2015-07-12 00:00:00.000	91204	Glendale	CA	Trevor Myers	wwilliams@gmail.com	$2b$12$TzSYtNepDp3OnPDlQZ4wvuSDU2mXWyMkFJjXjiQlUoGlhKwXZNxHK	ggf2*HO#z*EN
29907255834	87287883	13391.25073	2020-02-29 00:00:00.000	74011-4863	BROKEN ARROW	OK	Tina Evans	deannaoconnell@gmail.com	$2b$12$xWkBZFy/NMGgVaPXApQedepEWV3EBdzLNRmWb7eC.UjdMPc3xWOQi	LE0iC5@p@_4x
18777750774	61479583	13235.48157	2019-05-14 04:00:00.000	32086-5326	SAINT AUGUSTINE	FL	George Wallace	adam92@gmail.com	$2b$12$ZHMhg7ptxvv9WT7pB8uNT.ae5Aztam.mSUq2gZAGP48JzuURWGmIq	c)ns7Djeq2M$
14136750260	53519006	13198.96656	2019-02-28 00:00:00.000	11105	ASTORIA	NY	Erika Todd	tanya88@gmail.com	$2b$12$OWRIDZp3V17da0ddmMS.k.h5cT7rZXMfwQ0Qw.CBnZQkB.BMo7UdO	4Qb4+Hjn(zYk
53320347038	206564586	13140.06929	2022-03-31 00:00:00.000	10128-6804	NEW YORK	NY	William Hunter	rothchristopher@gmail.com	$2b$12$xK1xpCP04euxARuzLBUso.SBFIBf9sxHVRObNvbZ7U95YnhKu5aZ6	e97&zMfK7yQH
7846981	3086546	13054.92001	2015-01-13 00:00:00.000	58416-9432	Binford	ND	Sonia Brown	derekgeorge@gmail.com	$2b$12$i.KAeja9IlPaI4GRCaoGb.GJfiH9s2xzdQPxjM31GKmeKaNUNtsTO	k6D6C7Ax$_+O
67791352604	275127417	12990.4281	2022-11-18 00:00:00.000	08759-2917	MANCHESTER TOWNSHIP	NJ	Samuel Johnson	marilyn51@gmail.com	$2b$12$JS2uM5awILAi./L6JfKwBOcoqE1bZVqHkK.3aPeCuEjXRA/2NFf5i	v@$HqyFJ7m0J
44376106865	148584512	12983.88808	2021-05-31 00:00:00.000	94553-6625	MARTINEZ	CA	Kevin Clark	obrady@gmail.com	$2b$12$g27EsJyHLpRoeQB1TrPpL..pU.Sb0CIJe3PXA5UylTJ0K1H7.7EF.	^5P4wlPjo5b+
1036113	833575	12961.89114	2013-10-24 00:00:00.000	90265	malibu	CA	Jennifer Martinez	deborahkirby@gmail.com	$2b$12$jRZPRmweiPtIqmut.mly0.pBTH69SKIVGtV0P39l3MymjU38CHfrS	%s@^jWwm$1gp
28050250988	83273689	12909.57766	2020-01-30 00:00:00.000	91436-3907	ENCINO	CA	Beth Ford	derekevans@gmail.com	$2b$12$HV1Tq1QGPCNsm1RyLft8yef7Qakn3XRc/dPC9Unq8SbJiSWk52Rmi	Y6PTrDTp!l!_
6220141	856745	12909.51102	2013-10-28 00:00:00.000	79108	Amarillo	TX	Jennifer Bond	terry72@gmail.com	$2b$12$P6D1HqGucbhsw.yomehOR.7nqMrghUXzpcm1FGtm0zL12IWhJOKdC	8Lz3ISnc_17P
7765526	2761773	12836.01893	2014-11-25 00:00:00.000	96067	Mt Shasta	CA	Charlene Gentry	cwarren@gmail.com	$2b$12$mDwkYv2XWhxsqTKkcIm42uVoKNBMdJvwZjzK6x2qxlCIpCBECFHBe	Lp@#OeGrz)9K
6172122	8881166	12663.58976	2016-08-05 00:00:00.000	30126-1190	mableton	GA	Brianna Jones	lunabarbara@gmail.com	$2b$12$8FsYCg0Vn6iu0wCf3ckile/BbIT5Yz2Q6fLWJK4U/iEgpt2OlB/gu	%5)pT%!aT@%0
28247750251	83596518	12618.65331	2020-07-06 04:00:00.000	29848-2617	TROY	SC	Beth Moses	fatkinson@gmail.com	$2b$12$L3woUM.7Q5/fFfevAUN0xehnN2OaK4A3cgHLbO4NKTROGqW817NGu	UNcAbgw9E26$
299002401	14497487	12603.72794	2017-02-25 05:00:00.000	90265	Malibu	CA	Jasmine Thomas	colecourtney@gmail.com	$2b$12$b709CQ3yIugaRCqPRF.SAuZRvXfZYgBVjB/8YJICJtJ4IPjzK2XMS	C@T8OIUnVSpI
174500015	11573693	12547.8085	2017-01-17 00:00:00.000	11050-3701	PORT WASHINGTON	NY	Daniel Hayden	josephrobinson@gmail.com	$2b$12$GOjugfhqR1P1Qyi30Kn2ies1i9WaO23sVs6ibZMi7O8jAnI0pMrIK	(+pnq9bz3L&P
2136133	9940356	12463.33819	2016-09-01 00:00:00.000	54201-9799	ALGOMA	WI	Cassandra Higgins	michelle71@gmail.com	$2b$12$C/g9ED5BdBbdjoHtgeqdKer/mPJPmXrE3myJ9jiqeoYstj6Oam4Yi	^0gL0wz!gbW*
3758329	3054878	12404.5279	2015-01-09 00:00:00.000	33157-5716	MIAMI	FL	Frank Smith	jillhudson@gmail.com	$2b$12$QHyH9PyrAK1wt3xOCoxEX.xVir7zQtr4IT7tYN55VXwuxDLsHJAd2	)e6zYrqSw%04
927	4322	12359.21351	2012-06-06 00:00:00.000	19425	Chester Springs	PA	Bethany Choi	melanielee@gmail.com	$2b$12$fwxc9xHL.zEclQbfhKJngeA7sOk.Y./5j2Bh/JvZGC9bllyKXIqU.	_pTmLcPjl9n0
1063445	836907	12270.84753	2013-11-02 04:00:00.000	11932-4164	BRIDGEHAMPTON	NY	Angela Dougherty	hking@gmail.com	$2b$12$fe/YzeZGwzIjA43bdOZzpOxA2TDBm2kQHuz.mUG8ZkELUBiXL5HrC	8O%%JHn!yIr1
6888106	1393569	12260.38146	2014-02-22 00:00:00.000	70433-6335	COVINGTON	LA	Thomas Smith	lindsay26@gmail.com	$2b$12$fpcUfcT3DeotXrsighukouwe6kPtZ5I1.EpIJhYaXzrIbyhJ8ccRm	E)18qNuAoPd7
21681751854	65892456	12104.42706	2020-10-14 04:00:00.000	29607-2610	GREENVILLE	SC	Jeffery Ramirez	salazarrachel@gmail.com	$2b$12$y51pxxNoSk9TTxAhSh0EwOwHR9lkkAGQEkGnF9qUmRlG9pn8h1ce.	*tqGNacyPk%6
4999833	5626769	12091.13827	2015-11-20 00:00:00.000	64742-9235	DREXEL	MO	Amy Pacheco	tristan32@gmail.com	$2b$12$0oAaw8p3TiLPqfbfulL8quRlvlTqPKzdgDIPi8oSksN7.Geer921y	+8bPoo)M7m3Z
1125002375	21052659	11990.28604	2017-08-21 00:00:00.000	18419-2453	Factoryville	PA	Nicole Lane	arnoldgregory@gmail.com	$2b$12$C.twhDwHw5RQCQvht2Li9u.HksvH6dQaYfxPJZ8uXUEloiREZxwEW	Z^6Yn!wv!g9h
4251000787	37252555	11950.53499	2018-06-19 00:00:00.000	98683-9687	VANCOUVER	WA	Tyrone Barajas	qmccann@gmail.com	$2b$12$.1hPLY7eKHOe3Dj.rbBHquEj8pWGSrttpcOMSm31i01oeELQfKbJq	^J)1YKPndsD*
44359232006	148531354	11928.31379	2021-05-30 00:00:00.000	97524-5552	EAGLE POINT	OR	Clayton Lane	duanestephens@gmail.com	$2b$12$INgdBPsz.Mv5ktg6/W8aJek8mL3L7dR7FQy3SlhB3rhov7igTQqgG	T#v5vzRnbnSK
3006534	2579619	11887.72772	2014-10-23 04:00:00.000	58038-9409	Grandin	ND	Paul May	ronald51@gmail.com	$2b$12$JX4nwh1mXCNJCuSCFdJ5UewFOxU.QCcvEzX.EDYeLjADlJTLI96oC	(g3do*Rti44P
43943609263	146586957	11881.19561	2021-05-15 04:00:00.000	77340-6514	HUNTSVILLE	TX	Peter Garrett	gcole@gmail.com	$2b$12$tYnr24gflGWpDcCVjRa20uzTl6VcEnvwBp/LS8CMKHXsRK9SWOXcG	&3*L9Zbc*SgG
2930313	2339497	11869.12375	2014-09-12 00:00:00.000	77855-0243	Flynn	TX	Meredith Davis	michaelhoffman@gmail.com	$2b$12$m34GKn7RXtyZ/W8PzNSXYORoBYINb3ODWFz92FyLawVVa48L8Ot9i	_6RzA^Wj+*@g
4095634	549372	11837.08703	2013-06-09 04:00:00.000	92536-9148	AGUANGA	CA	Matthew Preston	farrelldevin@gmail.com	$2b$12$9o0C5XWiw3tWHVZNoKpFQ..V70dr3t6/zg1AIX.45iytKkv3PCWXu	!59AmJpXn*^O
6928399	1537890	11797.00265	2014-03-28 04:00:00.000	75212-6203	DALLAS	TX	Rachel Andrews	wfletcher@gmail.com	$2b$12$0xUv9IiUa2SpbGcngelyfuNHcR2TmduVdlOJYT7B47pq4BsEFT0Ju	^%qa8$JgGous
946443	8733962	11796.3346	2016-06-30 00:00:00.000	94559-3618	Napa	CA	Melissa Reyes	thorntonlauren@gmail.com	$2b$12$e0K.bKOYKdEfHCEYr3pcYeeSP0gyk/ljV7DWF5E8N55WJpDpvP8du	%2^RKmUMOzPA
22986003613	68275741	11718.72109	2019-07-30 00:00:00.000	75212-6203	DALLAS	TX	Michelle Roy	tyler90@gmail.com	$2b$12$eMEpN08lpaZvAFKhgK6/cuCmW8d8xNxKSHHh8EIKnfvfSyF9rHqCK	z$n*IXtS46dF
4108380	4147422	11596.54925	2015-06-08 04:00:00.000	06883-2637	Weston	CT	Jessica Elliott	gsmith@gmail.com	$2b$12$0qi7.cXIoz7NAm.0ydA8yufCu4gpB/b1eZz3NlEPaxd0N8mS1ur86	#gl2JTGwsd+Y
3881888	3055392	11581.59109	2015-01-09 05:00:00.000	31520-3342	BRUNSWICK	GA	Judith Powell	victoria00@gmail.com	$2b$12$zXE1IIUeeCxGV7rQPoHzc.8LlXMIvuw45ZbXNbCH9/x23MnJR8GrO	)zR*OiZlXG9V
2764908	2177141	11564.82027	2014-11-18 00:00:00.000	18847-7471	SUSQUEHANNA	PA	Ryan Wallace	kmartin@gmail.com	$2b$12$.k3I8ZTjOkJDXnYeZYLVR.BQsQRtIiaDc4bh8CdOTw/EaWCNb1EhK	%TGjAHmuWzY8
37332518159	112961377	11555.23297	2020-09-29 00:00:00.000	29687-6547	TAYLORS	SC	Katie Stewart	farrellcatherine@gmail.com	$2b$12$9/MOhcqvkCaVXKb4J2zjDe2KTHfzn1MSXUfL3wKLs/5bIxeTa4QjO	*KQPY_gN1crZ
2074751306	27919142	11372.54709	2018-01-05 05:00:00.000	95210-1307	STOCKTON	CA	Kimberly Collins	nathan10@gmail.com	$2b$12$i8zl.xfIVpjNBHhKUkjZzuoj7Zeqc7sIJdMzcVhE8vf06lwLXUgSC	@24axDDqMHPs
13380750814	54048661	11352.18514	2019-03-15 04:00:00.000	77005-3806	HOUSTON	TX	Bryan Mathis	gloverbrittany@gmail.com	$2b$12$K0dKuH8SaZg0cUnvl2qAiONvX/aQxmJ6.Uib8arcZ2ynMHT5Hks62	!O!kUTtZjq8l
598500046	15906692	11341.21418	2017-07-06 00:00:00.000	80105-8601	Deer Trail	CO	Heather Holmes	andrea27@gmail.com	$2b$12$lFGAtEuKV3x4/Yals8P3ceGx2gM0FQun1ig0XsEPYjLYFxDszE7Be	$V94h_XoVKQ#
4142438	4266228	11325.09394	2015-06-22 00:00:00.000	33418-8633	palm beach gardens	FL	Ryan Barker	nicole24@gmail.com	$2b$12$RCPLCZdLbQsvBFRWFhZR9eJUrd9tXeIFx4/LTkixplgFsf2/Rk/SO	9McUOU*m&MWr
3922147	3343830	11311.60178	2015-02-20 00:00:00.000	08736-2242	MANASQUAN	NJ	Madison Williams	kaylee25@gmail.com	$2b$12$COwpTlfUefK/XNF9w44UbOr0AiGFCPatQx0p9ZBxSZh3qlGUsMY32	#2$S(ZU+&g0I
2434506599	31126266	11239.01843	2018-02-27 05:00:00.000	61554	Pekin	IL	Jeremy Robinson	harrygarcia@gmail.com	$2b$12$Yj1cgFuH9KVrMBHRKHmfbO/hW/T.X00XUhlsbShbJ6yEisRrFtvKe	#6&qGpupjzG6
34806822302	103728360	11141.63026	2020-07-18 04:00:00.000	24018-5626	ROANOKE	VA	Amanda Clark	staceyhughes@gmail.com	$2b$12$1UzdxprEcR8AQgXrbv1.SuB1/5u/DUAuVhHY1mT4gsU.OoC64GDC.	RhV)9lw*1k7L
2059754785	27755452	11108.70934	2018-01-03 00:00:00.000	95946-8947	PENN VALLEY	CA	Stephen Delgado	steven89@gmail.com	$2b$12$88g1oU/tIN61w4dBF2s7deD704ARYdMgLTCls9PURO0gr63FmpYcS	+70VZrgtnjhJ
3035608	2639046	11091.03164	2016-06-11 00:00:00.000	34737-4537	HOWEY IN THE HILLS	FL	William Williams	arobles@gmail.com	$2b$12$uISPBWp3o2lvuMcSaPxcX.LE.CpVGOHGM260hF2.RU1DE8e8hSSqa	Sz(1X7d1YYf8
128752531	12660273	11080.76254	2016-12-28 05:00:00.000	05353-4433	Townshend	VT	Laurie Powers	ihoffman@gmail.com	$2b$12$ibsITKqXzaKzy2Q9e9OGHusz2mnoGG.pkz0IFnvMUfs4LEWLyjk4W	%2gkY6lQ@Q0i
